code,name,kind,sido,sigungu,region_code,executive_code,aliases
CN-47820,경상북도 청도군의회,council,경상북도,청도군,47820,LG-47820,
LG-47830,경상북도 고령군,local_gov,경상북도,고령군,47830,,
CN-47830,경상북도 고령군의회,council,경상북도,고령군,47830,LG-47830,
LG-47840,경상북도 성주군,local_gov,경상북도,성주군,47840,,
CN-47840,경상북도 성주군의회,council,경상북도,성주군,47840,LG-47840,
LG-47850,경상북도 칠곡군,local_gov,경상북도,칠곡군,47850,,
CN-47850,경상북도 칠곡군의회,council,경상북도,칠곡군,47850,LG-47850,
LG-47900,경상북도 예천군,local_gov,경상북도,예천군,47900,,
CN-47900,경상북도 예천군의회,council,경상북도,예천군,47900,LG-47900,
LG-47920,경상북도 봉화군,local_gov,경상북도,봉화군,47920,,
CN-47920,경상북도 봉화군의회,council,경상북도,봉화군,47920,LG-47920,
LG-47930,경상북도 울진군,local_gov,경상북도,울진군,47930,,
CN-47930,경상북도 울진군의회,council,경상북도,울진군,47930,LG-47930,
LG-47940,경상북도 울릉군,local_gov,경상북도,울릉군,47940,,
CN-47940,경상북도 울릉군의회,council,경상북도,울릉군,47940,LG-47940,
LG-48000,경상남도,local_gov,경상남도,,48000,,
CN-48000,경상남도의회,council,경상남도,,48000,LG-48000,
EO-48000,경상남도교육청,education_office,경상남도,,48000,,
LG-48120,경상남도 창원시,local_gov,경상남도,창원시,48120,,창원특례시|창원특례시청
CN-48120,경상남도 창원시의회,council,경상남도,창원시,48120,LG-48120,창원특례시의회
LG-48170,경상남도 진주시,local_gov,경상남도,진주시,48170,,
CN-48170,경상남도 진주시의회,council,경상남도,진주시,48170,LG-48170,
LG-48220,경상남도 통영시,local_gov,경상남도,통영시,48220,,
CN-48220,경상남도 통영시의회,council,경상남도,통영시,48220,LG-48220,
LG-48240,경상남도 사천시,local_gov,경상남도,사천시,48240,,
CN-48240,경상남도 사천시의회,council,경상남도,사천시,48240,LG-48240,
LG-48250,경상남도 김해시,local_gov,경상남도,김해시,48250,,
CN-48250,경상남도 김해시의회,council,경상남도,김해시,48250,LG-48250,
LG-48270,경상남도 밀양시,local_gov,경상남도,밀양시,48270,,
CN-48270,경상남도 밀양시의회,council,경상남도,밀양시,48270,LG-48270,
LG-48310,경상남도 거제시,local_gov,경상남도,거제시,48310,,
CN-48310,경상남도 거제시의회,council,경상남도,거제시,48310,LG-48310,
LG-48330,경상남도 양산시,local_gov,경상남도,양산시,48330,,
CN-48330,경상남도 양산시의회,council,경상남도,양산시,48330,LG-48330,
LG-48720,경상남도 의령군,local_gov,경상남도,의령군,48720,,
CN-48720,경상남도 의령군의회,council,경상남도,의령군,48720,LG-48720,
LG-48730,경상남도 함안군,local_gov,경상남도,함안군,48730,,
CN-48730,경상남도 함안군의회,council,경상남도,함안군,48730,LG-48730,
LG-48740,경상남도 창녕군,local_gov,경상남도,창녕군,48740,,
CN-48740,경상남도 창녕군의회,council,경상남도,창녕군,48740,LG-48740,
LG-48820,경상남도 고성군,local_gov,경상남도,고성군,48820,,
CN-48820,경상남도 고성군의회,council,경상남도,고성군,48820,LG-48820,
LG-48840,경상남도 남해군,local_gov,경상남도,남해군,48840,,
CN-48840,경상남도 남해군의회,council,경상남도,남해군,48840,LG-48840,
LG-48850,경상남도 하동군,local_gov,경상남도,하동군,48850,,
CN-48850,경상남도 하동군의회,council,경상남도,하동군,48850,LG-48850,
LG-48860,경상남도 산청군,local_gov,경상남도,산청군,48860,,
CN-48860,경상남도 산청군의회,council,경상남도,산청군,48860,LG-48860,
LG-48870,경상남도 함양군,local_gov,경상남도,함양군,48870,,
CN-48870,경상남도 함양군의회,council,경상남도,함양군,48870,LG-48870,
LG-48880,경상남도 거창군,local_gov,경상남도,거창군,48880,,
CN-48880,경상남도 거창군의회,council,경상남도,거창군,48880,LG-48880,
LG-48890,경상남도 합천군,local_gov,경상남도,합천군,48890,,
CN-48890,경상남도 합천군의회,council,경상남도,합천군,48890,LG-48890,
LG-50000,제주특별자치도,local_gov,제주특별자치도,,50000,,제주도청|제주특별자치도청|제주도
CN-50000,제주특별자치도의회,council,제주특별자치도,,50000,LG-50000,제주도의회
EO-50000,제주특별자치도교육청,education_office,제주특별자치도,,50000,,
LG-50110,제주특별자치도 제주시,local_gov,제주특별자치도,제주시,50110,,
LG-50130,제주특별자치도 서귀포시,local_gov,제주특별자치도,서귀포시,50130,,
LG-51000,강원특별자치도,local_gov,강원특별자치도,,51000,,
CN-51000,강원특별자치도의회,council,강원특별자치도,,51000,LG-51000,
EO-51000,강원특별자치도교육청,education_office,강원특별자치도,,51000,,
LG-51110,강원특별자치도 춘천시,local_gov,강원특별자치도,춘천시,51110,,
CN-51110,강원특별자치도 춘천시의회,council,강원특별자치도,춘천시,51110,LG-51110,
LG-51130,강원특별자치도 원주시,local_gov,강원특별자치도,원주시,51130,,
CN-51130,강원특별자치도 원주시의회,council,강원특별자치도,원주시,51130,LG-51130,
LG-51150,강원특별자치도 강릉시,local_gov,강원특별자치도,강릉시,51150,,
CN-51150,강원특별자치도 강릉시의회,council,강원특별자치도,강릉시,51150,LG-51150,
LG-51170,강원특별자치도 동해시,local_gov,강원특별자치도,동해시,51170,,
CN-51170,강원특별자치도 동해시의회,council,강원특별자치도,동해시,51170,LG-51170,
LG-51190,강원특별자치도 태백시,local_gov,강원특별자치도,태백시,51190,,
CN-51190,강원특별자치도 태백시의회,council,강원특별자치도,태백시,51190,LG-51190,
LG-51210,강원특별자치도 속초시,local_gov,강원특별자치도,속초시,51210,,
CN-51210,강원특별자치도 속초시의회,council,강원특별자치도,속초시,51210,LG-51210,
LG-51230,강원특별자치도 삼척시,local_gov,강원특별자치도,삼척시,51230,,
CN-51230,강원특별자치도 삼척시의회,council,강원특별자치도,삼척시,51230,LG-51230,
LG-51720,강원특별자치도 홍천군,local_gov,강원특별자치도,홍천군,51720,,
CN-51720,강원특별자치도 홍천군의회,council,강원특별자치도,홍천군,51720,LG-51720,
LG-51730,강원특별자치도 횡성군,local_gov,강원특별자치도,횡성군,51730,,
CN-51730,강원특별자치도 횡성군의회,council,강원특별자치도,횡성군,51730,LG-51730,
LG-51750,강원특별자치도 영월군,local_gov,강원특별자치도,영월군,51750,,
CN-51750,강원특별자치도 영월군의회,council,강원특별자치도,영월군,51750,LG-51750,
LG-51760,강원특별자치도 평창군,local_gov,강원특별자치도,평창군,51760,,
CN-51760,강원특별자치도 평창군의회,council,강원특별자치도,평창군,51760,LG-51760,
LG-51770,강원특별자치도 정선군,local_gov,강원특별자치도,정선군,51770,,
CN-51770,강원특별자치도 정선군의회,council,강원특별자치도,정선군,51770,LG-51770,
LG-51780,강원특별자치도 철원군,local_gov,강원특별자치도,철원군,51780,,
CN-51780,강원특별자치도 철원군의회,council,강원특별자치도,철원군,51780,LG-51780,
LG-51790,강원특별자치도 화천군,local_gov,강원특별자치도,화천군,51790,,
CN-51790,강원특별자치도 화천군의회,council,강원특별자치도,화천군,51790,LG-51790,
LG-51800,강원특별자치도 양구군,local_gov,강원특별자치도,양구군,51800,,
CN-51800,강원특별자치도 양구군의회,council,강원특별자치도,양구군,51800,LG-51800,
LG-51810,강원특별자치도 인제군,local_gov,강원특별자치도,인제군,51810,,
CN-51810,강원특별자치도 인제군의회,council,강원특별자치도,인제군,51810,LG-51810,
LG-51820,강원특별자치도 고성군,local_gov,강원특별자치도,고성군,51820,,
CN-51820,강원특별자치도 고성군의회,council,강원특별자치도,고성군,51820,LG-51820,
LG-51830,강원특별자치도 양양군,local_gov,강원특별자치도,양양군,51830,,
CN-51830,강원특별자치도 양양군의회,council,강원특별자치도,양양군,51830,LG-51830,
LG-52000,전북특별자치도,local_gov,전북특별자치도,,52000,,
CN-52000,전북특별자치도의회,council,전북특별자치도,,52000,LG-52000,
EO-52000,전북특별자치도교육청,education_office,전북특별자치도,,52000,,
LG-52110,전북특별자치도 전주시,local_gov,전북특별자치도,전주시,52110,,
CN-52110,전북특별자치도 전주시의회,council,전북특별자치도,전주시,52110,LG-52110,
LG-52130,전북특별자치도 군산시,local_gov,전북특별자치도,군산시,52130,,
CN-52130,전북특별자치도 군산시의회,council,전북특별자치도,군산시,52130,LG-52130,
LG-52140,전북특별자치도 익산시,local_gov,전북특별자치도,익산시,52140,,
CN-52140,전북특별자치도 익산시의회,council,전북특별자치도,익산시,52140,LG-52140,
LG-52180,전북특별자치도 정읍시,local_gov,전북특별자치도,정읍시,52180,,
CN-52180,전북특별자치도 정읍시의회,council,전북특별자치도,정읍시,52180,LG-52180,
LG-52190,전북특별자치도 남원시,local_gov,전북특별자치도,남원시,52190,,
CN-52190,전북특별자치도 남원시의회,council,전북특별자치도,남원시,52190,LG-52190,
LG-52210,전북특별자치도 김제시,local_gov,전북특별자치도,김제시,52210,,
CN-52210,전북특별자치도 김제시의회,council,전북특별자치도,김제시,52210,LG-52210,
LG-52710,전북특별자치도 완주군,local_gov,전북특별자치도,완주군,52710,,
CN-52710,전북특별자치도 완주군의회,council,전북특별자치도,완주군,52710,LG-52710,
LG-52720,전북특별자치도 진안군,local_gov,전북특별자치도,진안군,52720,,
CN-52720,전북특별자치도 진안군의회,council,전북특별자치도,진안군,52720,LG-52720,
LG-52730,전북특별자치도 무주군,local_gov,전북특별자치도,무주군,52730,,
CN-52730,전북특별자치도 무주군의회,council,전북특별자치도,무주군,52730,LG-52730,
LG-52740,전북특별자치도 장수군,local_gov,전북특별자치도,장수군,52740,,
CN-52740,전북특별자치도 장수군의회,council,전북특별자치도,장수군,52740,LG-52740,
LG-52750,전북특별자치도 임실군,local_gov,전북특별자치도,임실군,52750,,
CN-52750,전북특별자치도 임실군의회,council,전북특별자치도,임실군,52750,LG-52750,
LG-52770,전북특별자치도 순창군,local_gov,전북특별자치도,순창군,52770,,
CN-52770,전북특별자치도 순창군의회,council,전북특별자치도,순창군,52770,LG-52770,
LG-52790,전북특별자치도 고창군,local_gov,전북특별자치도,고창군,52790,,
CN-52790,전북특별자치도 고창군의회,council,전북특별자치도,고창군,52790,LG-52790,
LG-52800,전북특별자치도 부안군,local_gov,전북특별자치도,부안군,52800,,
CN-52800,전북특별자치도 부안군의회,council,전북특별자치도,부안군,52800,LG-52800,
